,Name,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Date,Games,GS
239,Keegan Murray,SAC,32:48,7.0,10.0,0.7,3.0,6.0,0.5,2.0,2.0,1.0,1.0,4.0,5.0,2.0,0.0,2.0,2.0,3.0,19.0,-4.0,10/22/2022,1,16.299999999999997
240,Davion Mitchell,SAC,16:06,2.0,7.0,0.286,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0,-10.0,10/22/2022,1,-0.4999999999999998
241,Malik Monk,SAC,13:03,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,-13.0,10/22/2022,1,-3.3
242,Richaun Holmes,SAC,12:49,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,-6.0,10/22/2022,1,1.8999999999999997
243,Terence Davis,SAC,12:24,3.0,5.0,0.6,2.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,8.0,1.0,10/22/2022,1,5.999999999999998
244,Chimezie Metu,SAC,0:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,10/22/2022,1,0.0
250,Keegan Murray,SAC,39:13,7.0,15.0,0.467,3.0,8.0,0.375,1.0,1.0,1.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,18.0,-10.0,10/27/2022,1,10.9
251,Harrison Barnes,SAC,37:28,6.0,12.0,0.5,1.0,4.0,0.25,7.0,8.0,0.875,0.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,20.0,-12.0,10/27/2022,1,15.600000000000001
252,De'Aaron Fox,SAC,35:25,11.0,19.0,0.579,2.0,6.0,0.333,3.0,3.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,3.0,5.0,27.0,-2.0,10/27/2022,1,18.4
253,Domantas Sabonis,SAC,30:52,4.0,6.0,0.667,0.0,1.0,0.0,3.0,4.0,0.75,3.0,8.0,11.0,9.0,1.0,0.0,4.0,4.0,11.0,7.0,10/27/2022,1,14.2
254,Kevin Huerter,SAC,19:09,3.0,8.0,0.375,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,7.0,10/27/2022,1,4.199999999999999
255,Malik Monk,SAC,22:01,5.0,9.0,0.556,3.0,7.0,0.429,2.0,2.0,1.0,0.0,2.0,2.0,7.0,0.0,1.0,1.0,2.0,15.0,-11.0,10/27/2022,1,15.099999999999998
256,Chimezie Metu,SAC,13:57,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,-6.0,10/27/2022,1,1.5
257,Davion Mitchell,SAC,12:01,2.0,4.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,-13.0,10/27/2022,1,7.0
258,Terence Davis,SAC,10:52,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,-14.0,10/27/2022,1,0.8000000000000003
259,Richaun Holmes,SAC,8:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-12.0,10/27/2022,1,-0.9000000000000001
260,Chima Moneke,SAC,6:18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,-9.0,10/27/2022,1,-0.20000000000000018
261,Alex Len,SAC,3:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/27/2022,1,0.3
262,Matthew Dellavedova,SAC,0:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/27/2022,1,0.0
263,KZ Okpala,SAC,0:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/27/2022,1,0.0
266,Domantas Sabonis,SAC,40:44,12.0,19.0,0.632,2.0,2.0,1.0,2.0,5.0,0.4,5.0,18.0,23.0,7.0,1.0,0.0,1.0,4.0,28.0,6.0,12/19/2022,1,30.5
267,De'Aaron Fox,SAC,33:43,14.0,25.0,0.56,2.0,5.0,0.4,7.0,9.0,0.778,1.0,4.0,5.0,2.0,0.0,0.0,2.0,5.0,37.0,-20.0,12/19/2022,1,23.599999999999998
268,Kevin Huerter,SAC,31:47,3.0,11.0,0.273,3.0,8.0,0.375,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,9.0,6.0,12/19/2022,1,1.7000000000000002
269,Keegan Murray,SAC,31:02,4.0,9.0,0.444,3.0,5.0,0.6,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,11.0,8.0,12/19/2022,1,5.9
270,Harrison Barnes,SAC,29:29,3.0,7.0,0.429,0.0,2.0,0.0,5.0,8.0,0.625,0.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,11.0,2.0,12/19/2022,1,9.7
271,Malik Monk,SAC,24:51,4.0,13.0,0.308,1.0,6.0,0.167,3.0,4.0,0.75,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,12.0,-4.0,12/19/2022,1,4.799999999999999
272,Davion Mitchell,SAC,21:04,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,7.0,1.0,12/19/2022,1,10.6
273,Terence Davis,SAC,14:43,1.0,4.0,0.25,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,-11.0,12/19/2022,1,2.5000000000000004
274,Neemias Queta,SAC,7:16,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,-12.0,12/19/2022,1,2.0
275,Trey Lyles,SAC,5:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,-6.0,12/19/2022,1,-1.5
282,Harrison Barnes,SAC,39:08,3.0,7.0,0.429,1.0,4.0,0.25,4.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,11.0,-1.0,1/20/2023,1,7.300000000000001
283,De'Aaron Fox,SAC,38:18,10.0,23.0,0.435,2.0,6.0,0.333,3.0,7.0,0.429,0.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0,25.0,3.0,1/20/2023,1,11.700000000000003
284,Domantas Sabonis,SAC,37:47,5.0,9.0,0.556,0.0,1.0,0.0,8.0,8.0,1.0,4.0,10.0,14.0,14.0,0.0,0.0,6.0,3.0,18.0,4.0,1/20/2023,1,22.099999999999998
285,Keegan Murray,SAC,37:20,10.0,12.0,0.833,5.0,7.0,0.714,4.0,4.0,1.0,3.0,11.0,14.0,1.0,0.0,0.0,2.0,1.0,29.0,10.0,1/20/2023,1,28.300000000000004
286,Kevin Huerter,SAC,34:38,6.0,13.0,0.462,2.0,7.0,0.286,0.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,1.0,2.0,2.0,14.0,6.0,1/20/2023,1,8.499999999999996
287,Malik Monk,SAC,15:40,1.0,6.0,0.167,0.0,5.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,5.0,0.0,1.0,2.0,2.0,5.0,-2.0,1/20/2023,1,3.5000000000000018
288,Trey Lyles,SAC,13:38,2.0,9.0,0.222,1.0,5.0,0.2,2.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,-2.0,1/20/2023,1,3.4000000000000004
289,Davion Mitchell,SAC,11:25,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,6.0,1/20/2023,1,3.8
290,Chimezie Metu,SAC,10:13,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1/20/2023,1,3.1999999999999993
291,KZ Okpala,SAC,1:53,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/20/2023,1,-0.7
298,Keegan Murray,SAC,41:26,4.0,9.0,0.444,3.0,8.0,0.375,2.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,13.0,-3.0,1/21/2023,1,10.499999999999998
299,De'Aaron Fox,SAC,38:13,11.0,19.0,0.579,0.0,2.0,0.0,9.0,10.0,0.9,0.0,4.0,4.0,9.0,2.0,0.0,1.0,2.0,31.0,3.0,1/21/2023,1,29.400000000000002
300,Harrison Barnes,SAC,37:56,8.0,13.0,0.615,6.0,9.0,0.667,5.0,7.0,0.714,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,27.0,6.0,1/21/2023,1,21.799999999999997
301,Domantas Sabonis,SAC,37:41,7.0,10.0,0.7,0.0,1.0,0.0,2.0,4.0,0.5,1.0,8.0,9.0,10.0,0.0,0.0,4.0,3.0,16.0,-2.0,1/21/2023,1,15.900000000000002
302,Kevin Huerter,SAC,30:44,8.0,12.0,0.667,2.0,4.0,0.5,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,4.0,20.0,12.0,1/21/2023,1,19.6
303,Malik Monk,SAC,20:15,3.0,10.0,0.3,1.0,5.0,0.2,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,9.0,-8.0,1/21/2023,1,7.099999999999999
304,Davion Mitchell,SAC,11:52,1.0,4.0,0.25,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,-7.0,1/21/2023,1,0.5
305,Trey Lyles,SAC,11:26,1.0,3.0,0.333,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-10.0,1/21/2023,1,-0.5999999999999999
306,Richaun Holmes,SAC,5:33,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,-2.0,1/21/2023,1,5.1
307,Chimezie Metu,SAC,4:41,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,1/21/2023,1,-1.4
308,KZ Okpala,SAC,0:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,1/21/2023,1,-0.7
309,Alex Len,SAC,0:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/21/2023,1,0.0
314,LeBron James,LAL,33:57,13.0,20.0,0.65,4.0,6.0,0.667,8.0,10.0,0.8,0.0,7.0,7.0,3.0,3.0,0.0,4.0,3.0,38.0,8.0,2/7/23,1,30.4
315,Dennis Schröder,LAL,31:55,4.0,9.0,0.444,0.0,5.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,10.0,-11.0,2/7/23,1,3.799999999999999
316,Anthony Davis,LAL,30:36,6.0,9.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,3.0,5.0,8.0,2.0,2.0,1.0,2.0,4.0,13.0,-4.0,2/7/23,1,12.800000000000002
317,Rui Hachimura,LAL,26:26,5.0,7.0,0.714,1.0,1.0,1.0,3.0,4.0,0.75,1.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,14.0,-11.0,2/7/23,1,11.9
318,Patrick Beverley,LAL,23:41,2.0,3.0,0.667,2.0,3.0,0.667,1.0,2.0,0.5,0.0,1.0,1.0,5.0,0.0,0.0,3.0,3.0,7.0,1.0,2/7/23,1,4.8999999999999995
319,Russell Westbrook,LAL,28:00,10.0,19.0,0.526,4.0,7.0,0.571,3.0,6.0,0.5,0.0,4.0,4.0,8.0,2.0,1.0,6.0,1.0,27.0,4.0,2/7/23,1,19.600000000000005
320,Troy Brown Jr.,LAL,22:17,4.0,6.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,9.0,9.0,2/7/23,1,9.9
321,Lonnie Walker IV,LAL,18:54,3.0,7.0,0.429,2.0,5.0,0.4,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,8.0,-5.0,2/7/23,1,4.8999999999999995
322,Thomas Bryant,LAL,17:24,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,2/7/23,1,6.000000000000001
323,Austin Reaves,LAL,6:50,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-7.0,2/7/23,1,-1.2
329,Domantas Sabonis,SAC,39:06,11.0,23.0,0.478,1.0,2.0,0.5,0.0,0.0,0.0,10.0,7.0,17.0,15.0,0.0,0.0,1.0,3.0,23.0,-19.0,3/13/2023,1,28.700000000000003
330,De'Aaron Fox,SAC,36:34,13.0,23.0,0.565,5.0,12.0,0.417,4.0,6.0,0.667,2.0,6.0,8.0,3.0,2.0,1.0,3.0,1.0,35.0,4.0,3/13/2023,1,27.900000000000002
331,Harrison Barnes,SAC,30:22,4.0,9.0,0.444,3.0,8.0,0.375,3.0,3.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,14.0,-17.0,3/13/2023,1,9.5
332,Kevin Huerter,SAC,27:47,10.0,17.0,0.588,8.0,11.0,0.727,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,28.0,-12.0,3/13/2023,1,20.9
333,Keegan Murray,SAC,22:10,2.0,7.0,0.286,1.0,4.0,0.25,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,7.0,-8.0,3/13/2023,1,0.9000000000000004
334,Trey Lyles,SAC,25:50,2.0,7.0,0.286,2.0,6.0,0.333,0.0,0.0,0.0,1.0,6.0,7.0,4.0,0.0,0.0,0.0,2.0,6.0,6.0,3/13/2023,1,6.4
335,Malik Monk,SAC,20:01,3.0,8.0,0.375,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,5.0,2.0,0.0,2.0,1.0,6.0,3.0,3/13/2023,1,4.9
336,Kessler Edwards,SAC,17:47,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3/13/2023,1,-2.1999999999999997
337,Davion Mitchell,SAC,11:26,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-13.0,3/13/2023,1,-2.4999999999999996
338,Chimezie Metu,SAC,8:54,1.0,4.0,0.25,1.0,2.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,5.0,10.0,3/13/2023,1,2.7
345,Domantas Sabonis,SAC,38:07,7.0,14.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,6.0,9.0,15.0,7.0,0.0,0.0,2.0,1.0,16.0,13.0,3/25/2023,1,18.0
346,Kevin Huerter,SAC,37:46,10.0,21.0,0.476,2.0,9.0,0.222,5.0,6.0,0.833,2.0,5.0,7.0,4.0,3.0,0.0,1.0,1.0,27.0,9.0,3/25/2023,1,23.200000000000003
347,Keegan Murray,SAC,37:06,8.0,15.0,0.533,6.0,12.0,0.5,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,22.0,13.0,3/25/2023,1,16.099999999999998
348,Harrison Barnes,SAC,34:37,6.0,12.0,0.5,2.0,3.0,0.667,4.0,4.0,1.0,3.0,2.0,5.0,4.0,0.0,0.0,2.0,0.0,18.0,13.0,3/25/2023,1,15.5
349,Davion Mitchell,SAC,29:19,5.0,11.0,0.455,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,3.0,11.0,7.0,3/25/2023,1,12.3
350,Matthew Dellavedova,SAC,19:09,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,5.0,3.0,3/25/2023,1,4.1
351,Trey Lyles,SAC,14:35,2.0,5.0,0.4,2.0,5.0,0.4,4.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,-10.0,3/25/2023,1,8.6
352,Kessler Edwards,SAC,13:26,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,3/25/2023,1,5.6
353,Malik Monk,SAC,9:46,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,8.0,-3.0,3/25/2023,1,6.399999999999999
354,Richaun Holmes,SAC,3:33,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,3/25/2023,1,-1.7999999999999998
355,Chimezie Metu,SAC,2:36,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3/25/2023,1,0.19999999999999996
361,Keegan Murray,SAC,40:12,8.0,17.0,0.471,3.0,10.0,0.3,5.0,5.0,1.0,4.0,7.0,11.0,1.0,3.0,1.0,3.0,1.0,24.0,-3.0,11/10/2023,1,21.200000000000003
362,Domantas Sabonis,SAC,38:12,7.0,15.0,0.467,0.0,0.0,0.0,3.0,6.0,0.5,6.0,7.0,13.0,13.0,1.0,2.0,5.0,5.0,17.0,11.0,11/10/2023,1,18.9
363,Kevin Huerter,SAC,33:55,11.0,19.0,0.579,4.0,10.0,0.4,2.0,2.0,1.0,0.0,9.0,9.0,2.0,3.0,1.0,2.0,4.0,28.0,8.0,11/10/2023,1,23.299999999999997
364,Keon Ellis,SAC,30:43,2.0,8.0,0.25,1.0,7.0,0.143,3.0,4.0,0.75,1.0,3.0,4.0,2.0,0.0,3.0,1.0,3.0,8.0,4.0,11/10/2023,1,5.7
365,Harrison Barnes,SAC,26:14,1.0,8.0,0.125,0.0,4.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,4.0,7.0,11/10/2023,1,0.10000000000000053
366,Malik Monk,SAC,28:40,5.0,12.0,0.417,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,0.0,2.0,3.0,12.0,7.0,11/10/2023,1,9.600000000000001
367,Davion Mitchell,SAC,16:33,1.0,6.0,0.167,1.0,6.0,0.167,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,11/10/2023,1,-0.19999999999999946
368,Alex Len,SAC,9:40,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,3.0,3.0,6.0,0.0,0.0,2.0,2.0,1.0,3.0,-1.0,11/10/2023,1,4.300000000000001
369,Sasha Vezenkov,SAC,8:24,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,5.0,11/10/2023,1,5.6
370,Chris Duarte,SAC,4:38,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,-1.0,11/10/2023,1,-1.9
371,Kessler Edwards,SAC,2:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,11/10/2023,1,0.0
376,Harrison Barnes,SAC,37:09,5.0,10.0,0.5,4.0,8.0,0.5,5.0,6.0,0.833,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,19.0,16.0,12/22/2023,1,15.8
377,Domantas Sabonis,SAC,34:37,12.0,15.0,0.8,0.0,2.0,0.0,4.0,5.0,0.8,1.0,10.0,11.0,12.0,0.0,0.0,3.0,3.0,28.0,27.0,12/22/2023,1,29.799999999999997
378,Keegan Murray,SAC,32:55,8.0,13.0,0.615,3.0,7.0,0.429,2.0,2.0,1.0,1.0,4.0,5.0,2.0,0.0,0.0,1.0,3.0,21.0,25.0,12/22/2023,1,16.2
379,De'Aaron Fox,SAC,32:03,9.0,17.0,0.529,2.0,6.0,0.333,3.0,4.0,0.75,0.0,6.0,6.0,7.0,3.0,2.0,2.0,2.0,23.0,21.0,12/22/2023,1,22.599999999999998
380,Kevin Huerter,SAC,27:17,5.0,9.0,0.556,2.0,6.0,0.333,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,13.0,22.0,12/22/2023,1,12.799999999999999
381,Malik Monk,SAC,20:27,3.0,8.0,0.375,0.0,3.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,5.0,0.0,3.0,2.0,4.0,7.0,-3.0,12/22/2023,1,4.799999999999999
382,Keon Ellis,SAC,17:18,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,-3.0,12/22/2023,1,1.0
383,Trey Lyles,SAC,11:26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,12/22/2023,1,-0.5000000000000001
384,JaVale McGee,SAC,10:25,1.0,2.0,0.5,0.0,0.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,-7.0,12/22/2023,1,1.6999999999999997
385,Sasha Vezenkov,SAC,6:13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,-4.0,12/22/2023,1,2.0000000000000004
386,Juan Toscano-Anderson,SAC,2:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0,12/22/2023,1,-0.4
387,Chris Duarte,SAC,2:24,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,12/22/2023,1,-0.7
388,Kessler Edwards,SAC,2:24,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,12/22/2023,1,-0.7
389,Davion Mitchell,SAC,2:24,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,12/22/2023,1,-0.7
